user_id,parent_asin,rating,timestamp,review_text
AEWTXJNXFSPAEWCVPSSNAKHFNXRA,B06ZYTHKR7,2.0,1512828512950,"The maps are just bad. Too many lines of sight cover, every match is you getting shot in the back or you shooting the enemy in the back.<br /><br />All the preliminary weapons are complete garbage. In previous CoD games, every weapon had pros and cons and was competitive. In WW2, they purposely hid the best weapons behind the higher levels, then made the grind to get there insanely long in order to encourage you to buy Loot Boxes. I’m 20 plus hours in and I still have not prestiged nor do I have the BAR assault rifle. By this point in previous CoD games, I would have every weapon and have Prestiged once or twice.<br /><br />Loot Boxes ruin games... period!  But people are addicted because they get the rush like gambling. The 5 to 10% of players who actually buy them spend so much money that the developers can’t not use them and they ruin the games for the other 95% of us who don’t want them."
AEWTXJNXFSPAEWCVPSSNAKHFNXRA,B00269QLI8,5.0,1512830155505,"Probably the best CoD game today. The abysmal WW2 is complete garbage by comparison. I understand Activision will want to remaster this first or we can play it on the 360. Unfortunately, most of us got rid of our 360. At this point, I would even pay for the Back Compat. It throw a ten at them to make it happen, Nintendo gets away with that.  Or, just take a month and throw some high texture filters on it, slap it in and Xbox One and PS4 case and charge $30 for it. It would sell. Just do it already. Two or three years between re-masters is too long."
AEWTXJNXFSPAEWCVPSSNAKHFNXRA,B07DMGBZ39,4.0,1546192347026,"This game is better than BF one, but not nearly as good as Black Ops 4. CoD WWII was trash last year. Super grindy in order to get you to buy the loot boxes. So I switched to Battlefield. This year, I started with Battlefield V, liked it a lot. I was planning on skipping BO4 all together, but the reviews were good. I finally bought BO4 and haven't touched BFV since."
AEWTXJNXFSPAEWCVPSSNAKHFNXRA,B09WL5QLJF,5.0,1550666967891,"Coming from the official Microsoft Xbox Stereo headset, the A10 is a huge improvement.  What's interesting is they are the same price.<br /><br />Here's my simple review, the audio quality of the A10 isn't that great for anything other that gaming.  They are easily worse than all my other headphones and earbuds for things like music.  But, when it comes to games, the A10 are punchy in all the right places.  Dialogue is clear and gunfire has impact.  When Astro says they are tuned for gaming, they are correct.  Playing Battle Royale games is immensely better as you can hear footsteps easily, pinpoint the direction of gunfire accurately, and easily hear your squadmates over the action.  Astro really did their homework in the tuning for gaming department.<br /><br />Other things that are a must for me is the lift to mute mic, which is also the same great mic that Astro put on their high end headsets.  I also very much like the inline volume control, I can easily compensate for the volume of different game without having to go into the menu system.<br /><br />In summary, if you're looking for a great all around headset for everything you do on your console from gaming to entertainment, this might not be it.  If you just want to improve your gaming without spending a ton on money, the A10 is a great choice.<br /><br />They are also fairly comfortable."
AEWTXJNXFSPAEWCVPSSNAKHFNXRA,B01GOK34SO,5.0,1550667185825,"Turns on the TV, Sound System, and Xbox with one button press, which is super convenient.<br /><br />Controls the volume of the sound system.<br /><br />Lights up every time you move it, very helpful.<br /><br />Does everything I would expect and more.  I didn't think a console remote could be this good.  It definitely passed the wife test, she despised using the controller to watch Netflix, but has no trouble navigating the console with this remote."
AEWTXJNXFSPAEWCVPSSNAKHFNXRA,B07H4MPJ5X,5.0,1550667893300,"Having paddles in competitive shooter games is an immensely improved experience.  I have set the paddles to jump and slide, but I find that difficult.  Where they really come in handy is on Battle Royale games like Apex Legends and Blackout, I have a paddle set to the loot button.  I am easliy the fastest looter upon drop.  I am almost never beaten to a weapon.  Being able to keep my thumb on the look stick while looting means I can grab weapons while running, while every one else has to look, grab, look, grab, repeat.  Set the other paddle to reload or heal so you can do those on the move and you're on your way to a win.<br /><br />I do not use the mods as that would be cheating.  Curiousity did prompt me to see what the big deal is and honestly, their not good... at all.  The best use was my 5 year old likes the rapid fire when he's playing PvZ Garden Warfare, but that's offline and he's 5.<br /><br />If you want these for the mods, don't bother.  Paddles are wonderful though."
AFKD7KIRYMQ3SEVFRGCK2X5WYSCA,B09MFBJJQJ,5.0,1003502797000,"Though he was a demon, the legendary swordsman, Spahda, awoke one day to justice. Alone, he defeated the demon army and imprisoned their emperor, Mundus saving the human world from damnation. Now, 2000 years later in a large American metropolis, a man named Dante, a private investigator of the supernatural, is seeking revenge for the death of his mother and brother. However, Dante comes face to face with his destiny, discovering the evil conspiracy goes back thousands of years and that the evil Mundus has arisen a new. The world is waiting, for Dante is no ordinary man...Dante is Spahda's son and with his father's sword in hand, he must enter the demon realm and avenge mankind.<br />That is the background story to this amazing game.  This is were you pick up Dante, the half man half demon, to start the quest given to you by a demon girl named Trish.  From the open game sequence you can tell Dante is one bad mother, shut your mouth.  This game just recks of coolness that everybody must see at lest once.<br />Enough about the background, let me tell you about the gameplay because without that...the game would suck.  The gameplay is superb.  Dante's reactions become more of an extension of your hand than just actions you make him preform.  The 1st time you do a sword to gun air combo for about 20 hits you'll know what I'm talking about.  The actions are simple and takes about 10 min to get comfertable with them.  R1 locks on target, while holding it down you can press: circle to sword and kicks, X to use your guns, and triangle to jump, back sumersault, side roll depending on the direction you press.  L1 turns Dante into demon form and allows for faster and stronger hits.  This is a stright action game with maybe 10% other.  All guns have unlimtied ammo to help keep up the pace.<br />The graphics will be this games main selling point, and what a strong selling point it is.  All the graphics are gorgeous but the real feature to watch is the animation of Dante and other charchters.  They are simply breathtaking along with cool.  The 1st time I fought the 1st boss and started doing back flips, rolls, while shoting and slashing....my friend just looked on with his mouth wide open.  I died, he turn slow toward me and said, I quote, &quot;That was the most kick @ss thing I've ever seen.&quot;  Trust me its that good.<br />The game is something will not get tired of in a week or will beat in a week.  The game on normal setting is hard.  With each new badguy introduced I died just looking at them and trying to figure out how they fight.  There is said to be about 10-15 hours of gameplay, don't know for sure haven't beat it, and secret missions after you beat it.  The depth of the play will also keep you going, learning witch guns/swords to use on each fight is somthing you'll also spend time doing.<br />In the end, Capcom has given us the best looking, playing, and just flat out coolest games to play ever on any console.  Your heart races as the rock-n-roll picks up for the fight and if you die or win....your left stasfied and with a tear of happeiness in your eye."
AFKD7KIRYMQ3SEVFRGCK2X5WYSCA,B000056SNY,2.0,1003759243000,"The story begins at a bar as a bouncer named Sion is beginning his shift for the day. A quiet morning is abruptly interrupted when a break-in occurs and the intruders manage to kidnap Sion's friend Dominque. This begins a dangerous rescue mission, as Sion and his fellow bouncers travel far and wide in search of Dominique's kidnappers.<br />This is the setup to one of the sweetest looking games to come out in a long time.  That's right, Bouncer produces some of the most astonsing visiuls ever.  The graphics are topnotch and all the cinamas happen in real time...cool stuff.<br />While the graphics are good, the major flaw comes with the gameplay.  Its mindless button massing, nothing more.  The game could be beat by press one button the entire time.  This causes the game to get boring and repetive, thus making you want to turn off the game.<br />If the gameplay was good I wouldn't have mind playing it for its 2 hour playtime.  Yep, 2 hours, and that's it.  The game is way to short witch could be good or bad depending on how you look at it.  Good side, you don't have to play this bad game that long to beat it and you could also beat it in the time you rent it.  Bad side, its only 2 hours long....not worth the money at all.<br />So in the end, you could rent it and beat it just to see the graphics but other than that you could advoid it all together."
AFKD7KIRYMQ3SEVFRGCK2X5WYSCA,B00005B70K,3.0,1004714184000,"This follow up of Soul Rever: Legacy of Kain that apearred on the playstation is without a dought a must own for action/adventure fans.<br />The story goes:<br />Raziel emerges from the Chronoplast time portal, and returns to different eras of Nosgoth's past in his relentless pursuit of Kain.<br />Over the course of his journey, he unearths the mysteries of Nosgoth's ancient races, and exposes the secrets behind the corruption of the Pillars and the vampire genocide.<br />Confronting the shadows of his unremembered past, he discovers a web of destiny stretching eons into Nosgoth's dim, unrecorded history.<br />As his destiny comes full circle, Raziel finds his personal vendetta transformed into a hero's journey, with the fate of Nosgoth hanging in the balance.<br />First let me point out the weak side of thing.  This game lacks any real boss fights, that made the 1st one so good and enjoyable.  There're bosses in this game, but few and far between and seem alot easier to kill, making them feel just like fillers to hold in the action fanitics.  Next is the games length.  The 1st one was around 18-20hrs, for part 2 its more around 10-12hrs, whitch is good or bad thing...just depends on how you look at it.  The last problem with this game is the end...we get another TBC ending...no conlusion whats so ever.<br />With that out of the way, I must aprise the grapics desginer, sound, and gamplay that are all topnotch.  The argitcuter of the game is a sight to behold and the fluid controls make for a game anyone can pick up and play.  Last but not lest, the sound is the one of the best to come out of the games released so far.<br />So if the pluses out weight the negitives give this game a try, you will be given a lot of anweners that came up with the 1st game, but when its over a lot more will have risen to be left unawensered."
AFKD7KIRYMQ3SEVFRGCK2X5WYSCA,B001EYUTX4,4.0,1004715256000,"Lace up the `tops and hoop it up, &quot;BIG style&quot;. Be a blacktop 'baller' in EA SPORTS BIG NBA STREET, the first fast-paced, in-your-face, 3-on-3 basketball video game. Crown yourself king of the hardcourts as you showoff your roundball skills. Rain from the outside or school your opponent on the inside as you take it hard to the post and slam it home with authority. With &quot;off-the-backboard&quot; passes and dizzying &quot;cross-over&quot; dribbles, NBA STREET is streetball at its best. Stop ... Pop ... Drop-Count it. If you don't have game, then step off the court.<br />This game is great to any fan of NBA Jam looking for something new and freash EA Big sports delever the good...playa.  The one player game does get repeitive but the multiplayer is something you could play endlessly."
AFKD7KIRYMQ3SEVFRGCK2X5WYSCA,B00005Y1BG,5.0,1016825499000,"The drought of fighters for the PS2 is now a little easier to handle due to Sega bringing their top franchise to the machine.<br />Words do not do this game good.  It's very hard to explain why this fighter is the best but I'll try.<br />It comes down to one thing in the end......Gameplay.  And let me say the gameplay is the best for any fighting game to date.  It's deep due to the amount of control each person has over their fighter.  There's ring outs, side steps, counters, fully 3D movement with ease, walled arenas, great combos, throws, and reversals.<br />The is also great looking.  Sega's AM2 can do no harm when it comes to devloping games.  Everything from the fighters to the stages are great to look at.  The only note would be the AA problems that are hard to pick up, but there.<br />There's enough for new comers and expert gameplayers of the series to enjoy here.  Let me say, this is my 1st forey into the VF series and I'm glad I made the jump and the dission."
AFKD7KIRYMQ3SEVFRGCK2X5WYSCA,B001ELJE88,4.0,1190964536000,"Halo.  Not much as to be said when it comes to the most populer and best selling game of all time.  The first game sold the Xbox and the second game was a huge seller for Xbox Live service and was still played through today.  Now Halo 3, the last game that follows now ledgedary Spartan Master Cheif.  And its a great game while being a little disapointing at the same time.<br /><br />The STORY.  The story starts off where Halo 2 badly left off.  Cheif returns to Earth in hopes to stop Truth from finding a activating the Arc to kill the Flood along with everything else.  Joining Cheif is the shuned Elite, the Abriter.  But don't worry this is the Cheif's story and the Abirter is left to tag along.<br /><br />Here you'll finish what Halo 2 started and left you off.  The campain mode is easy and if you played the other two games you need to up the level.  The game is action packed and doesn't slow down too often the score helps set the mood for the action on screen and really gets you pumped up.  The game will take roughly 8-15 hours depending on the level you play and/or if you play Co-Op.<br /><br />The GRAPHICS.  I have to point out the graphics of Halo 3.  They are not the best but not the worst.  We've seen better looking games in the past and future games look to trump this tenfold.  The lighting and most enviroments look good but like I said its not the best or what you might be expecting, but Halo wasn't never about graphics but its gameplay.<br /><br />The GAMEPLAY.  The gameplay has always been Halo's bread and butter.  Halo made the FPS cross over from the Keyboard and Mouse set up to the console controller and includes great vehicle control and combat and this game plays the same way.  Why fix it if it isn't broken?  And Bungie didn't change a thing.  They added a few new weapons and a few new vehicles and called it a day.<br /><br />The MULTIPLAYER.  This is where game shines.  Just like in Halo 2 the MP mode will be played 3 years from now.  All 11 maps have a great feel to them and are all diffrent.  The matchmaking system returns to put you in games with players of your skill type.  New modes like The Forge allows you to completly edit (not terrian) the layout of weapons, spawn points, etc. to create anything you want on the battle feild.  Here you can save it and upload it to Bungie.  The only downfall is the lack of options to search for custom and Forge games.  You must Invite friends only.  The same goes for the co-op mode.  The same was said about Halo 2 and Bungie did nothing to help this.<br /><br />Then you have the sweet Theatre mode.  Here the game saves all your progress and you can move the camera around, take pictures, and make small movies to share with your friends.  The only complaint is you can not rewind campian mode nor can you record any of it.  But that's just a small complaint.<br /><br />The END.  In the end Halo 3 is a must have for anyone who enjoys a good Multiplayer game along with anyone who enjoyed the other Halo offerings...I'm sure they already got their copies of the game.  Halo 3 will still be played years down the road and Master Chief will be looked upon now as a legendary video game personality."
AFKD7KIRYMQ3SEVFRGCK2X5WYSCA,B001EYUWWW,2.0,1201192519000,"Unreal the fast pased FPS is the king off all frag filled game.  In their third outing, Epic has thrown in everything and the kitchen sink.<br /><br />Fast paced: Check<br />Big Guns: Check<br />Vehicles: Check<br />Fun: Close but No<br /><br />The games blow by and while the vehicles, player models, and envrioments are all nice to look at the fun factors simply is lacking.  After a few games you'll get the idea and simply want to turn it off.  There's no sense of accmplishment when you score a kill or when you achive something in an objective game.<br /><br />I highly suggest renting the game first to see if you like it but I wouldn't just flat out pay for it."
AFKD7KIRYMQ3SEVFRGCK2X5WYSCA,B000FQ2D5E,5.0,1213717951000,"The first Metal Gear Solid game is an iconic and legendary piece of software.  Mention of it sends fans and critics in an all out fit.  It's a game that is on everyone's favorite list.  It solely defined the 32 bit era along with the Playstation 1 console, and after one direct squeal and one prequel later we the finally get the last installment of the ""Soild"" games.<br /><br />Metal Gear Solid 4: Guns of the Patriots is a fantastic game it is the game of the summer and one of the must own games of the year.  It's easily in contention for game of the year even with the rest of the year to come.<br /><br />MGS4 follows Solid Snake, now old and awaiting death, as he terminates his long running foe Ocelot who is now under the influence of Liquid after graphing his arm on to his own body.<br /><br />The story is much deeper then this and involves all counts of shocking revelations to plot twist after plot twist.  But if you a first time player of the MGS universe you will not be missing anything as everything is explained to you.  The story is what makes this game because sadly, more the running time relies on watching the story unfold in front of you.  At lest they cut down on the Codec message with static pictures of people talking with text and more of it happens in real time now.<br /><br />The game play of the MGS has progressed but not by much.  With newer technology come different gadgets, but for the most part the game plays just the same as any others.  You could not know a thing about swapping items, the OctoCamo, or buying weapons and still get through the game just fine.  It's better off if you knew a thing or two about these new features but for the most part their simple improvements of existing features.  For example, Drebin, is a new person that sells weapons but in actuality he's just a menu.<br /><br />If there's one thing about MGS it's always been the graphics.  All the games in the series have pushed the boundaries of their respectful console, and MGS4 is no different.  Everything is textured nicely to the huge backdrops and detail of models on screen this game blows everything we've seen before it on a console.  Anyone looking to impress their friends with graphics look no further.<br /><br />MGS4 is a great game.  Even if it has a few hiccups in development decisions like the long cut-scene, it's a game that everyone must play and experience."
AFFLIFQUN3XPGV2CSQMXWXRFSOKA,B00A8V4QG0,3.0,1439844334000,It's ok but gets pretty boring. I think we only played it once or twice. Hopefully I can find someone else who doesn't find it as boring to give it to.
AFFLIFQUN3XPGV2CSQMXWXRFSOKA,B07WPS59HY,5.0,1439844370000,LOVE IT. My 6 year old son loves it so much he wants to replay the whole thing after we won every level and found all the minikits.
AFFLIFQUN3XPGV2CSQMXWXRFSOKA,B00OEA4ADU,5.0,1443373435000,It's a very basic model but it's just what me and my 6 year old need. We love the lego games and this is perfect for it since all the games he wants are able to be played on it. Great product for a great price. My son is so much better with this control than he was with the Wii system
AFFLIFQUN3XPGV2CSQMXWXRFSOKA,B00KO4ULZ6,5.0,1443373923000,I may be more hooked than my 6 year old. When he goes to his dad I secretly play it to find the red bricks that he doesn't have the patience to look for since he's obsessed with buying all the characters. It's a super fun game to play when we are too lazy to go outside.
AFFLIFQUN3XPGV2CSQMXWXRFSOKA,B07X2H4KDG,5.0,1443374006000,love it! I can't decide if I like this one better or 3 better. I love how you can explore the city in this one and the secret level was a little more fun too.
AFFLIFQUN3XPGV2CSQMXWXRFSOKA,B00BU3ZLJQ,5.0,1448286637000,My son really loves playing this game with me. It's our we've done homework and eaten dinner and it's time to relax before bedtime game. It's really fun being able to build together! He even teaches me how to use many of the things in the game and he's 6.
AFFLIFQUN3XPGV2CSQMXWXRFSOKA,B008KGN9DG,4.0,1448287326000,we love angry birds but it's easier with a touch screen than it is for the Wii
AFFLIFQUN3XPGV2CSQMXWXRFSOKA,B00EQNP8F4,2.0,1451922641000,Don't bother buying this if you want to utilize it for the cloud. It tells me I need to upgrade my membership despite this supposedly being a gold membership. I got it to use it for the cloud and don't really intend on doing much with the &#34;live&#34; portion of it so it was a HUGE waste of money. I also had to put the code in several times with guessing the first letter because it was barely visible.
AER6WJJAKGUA662V7TMZP2TXOWQQ,B003A6X0H6,4.0,1422942026000,it's ok
AER6WJJAKGUA662V7TMZP2TXOWQQ,B07KZ6QJTL,3.0,1444750027000,it's ok
AER6WJJAKGUA662V7TMZP2TXOWQQ,B09JDLC31H,5.0,1444750033000,Good and thanks
AER6WJJAKGUA662V7TMZP2TXOWQQ,B00R0IDJI0,5.0,1444750373000,Good and thanks
AER6WJJAKGUA662V7TMZP2TXOWQQ,B00MEXP5BK,5.0,1444750421000,Good and thanks
AER6WJJAKGUA662V7TMZP2TXOWQQ,B00UHDLVB2,1.0,1502462760068,not working with android tv send to me another one or refund my money back.
AER6WJJAKGUA662V7TMZP2TXOWQQ,B0000CO2UR,1.0,1502462831144,this gamepad for the oldest xbox . how is playing with it right now.refund my money back.
AER6WJJAKGUA662V7TMZP2TXOWQQ,B01HE5SXFM,5.0,1502463688004,THANKs
AHRPVWSGTHDBVRJNUNWGP7P2QMYQ,B07X2H4KDG,5.0,1354657174000,Its a good lego game very fun fore the young and old gamers if you have kids you and them can play it to gather
AHRPVWSGTHDBVRJNUNWGP7P2QMYQ,B004DGIYEG,4.0,1354657355000,lots of platforming game play it is a deferent kind of a game got some hard levle but very fun
AHRPVWSGTHDBVRJNUNWGP7P2QMYQ,B000CQNWH0,3.0,1363891554000,It is not as good as #2 or #3 farcry 3 is the best one.but i played 2and 3 so i had to play this one.
AHRPVWSGTHDBVRJNUNWGP7P2QMYQ,B001EYUS7G,5.0,1363891557000,It a fun game alot to do in it. if you played 3 give this one a try you just mite like it.
AHRPVWSGTHDBVRJNUNWGP7P2QMYQ,B002JTX7KA,2.0,1369268635000,I just thought i try this game out but i just was not my cup of game you mite like it but i dident.
AHRPVWSGTHDBVRJNUNWGP7P2QMYQ,B001EYUQT6,5.0,1369268785000,What can i say its a call of duty game very fun war war2 game give it a try you just mite like it
AHRPVWSGTHDBVRJNUNWGP7P2QMYQ,B003S3RFAY,5.0,1369268945000,I never played a warhammer game before this hsd s lot of fun very easy to pikeup and play give it a try
AHRPVWSGTHDBVRJNUNWGP7P2QMYQ,B003P9VWPA,5.0,1373539940000,I was not shure if the game woud be good fore a old game but it was fun to play it was easy to play.
AHXTYGGUHK3HTBQ6JNZQ6Q6SBF7Q,B00ZM6I932,5.0,1485662129000,great condition but not as fun as id hoped
AHXTYGGUHK3HTBQ6JNZQ6Q6SBF7Q,B07YBX5FVF,5.0,1486976523000,Great game and great condition thank you
AHXTYGGUHK3HTBQ6JNZQ6Q6SBF7Q,B07YBXNWXL,5.0,1486976575000,Loved this game but was real short
AHXTYGGUHK3HTBQ6JNZQ6Q6SBF7Q,B000009QCX,5.0,1489771204000,person who owned this kept game in great shape thanks
AHXTYGGUHK3HTBQ6JNZQ6Q6SBF7Q,B001EYUOJS,5.0,1489771303000,game wasn't what id hoped but great condition
